Nationality	Applicant_Type	Service_Center	Category	Application_Filed	USCIS_Received_Date	USCIS_Notice_Date	I-140_Filing	Processing_Type	RFE_Received	RFE_Received_Date	Reason_RFE	RFE_Replied_Date	Application_Status	Approval_Denial_Date
India	primary	Texas	EB2	2/21/08	.	.	non-concurrent	regular	no	.	.	.	approved	1/8/09
.	primary	Nebraska	EB3	1/15/08	1/17/08	.	non-concurrent	regular	yes	3/11/09	experience letter	3/30/09	approved	4/9/09
India	primary	Nebraska	EB3	8/14/07	9/27/07	.	concurrent	regular	yes	.	.	2/9/09	approved	4/9/09
Canada	primary	Nebraska	EB3	8/15/07	10/15/07	.	concurrent	regular	yes	2/13/09	Education	3/30/09	approved	4/8/09
India	primary	Nebraska	EB3	3/24/08	3/25/08	.	non-concurrent	regular	no	.	.	.	approved	3/24/09
India	primary	Texas	EB1A	5/15/08	5/15/08	.	non-concurrent	regular	no	.	.	.	approved	4/2/09
India	primary	Texas	EB2	5/21/08	.	.	non-concurrent	regular	no	.	.	.	approved	1/21/09
China	primary	Texas	EB2-NIW	8/21/08	8/21/08	.	non-concurrent	regular	no	.	.	.	approved	4/6/09
India	primary	Texas	EB3	8/14/07	8/15/07	.	concurrent	regular	no	.	.	.	approved	3/27/09
India	primary	Nebraska	EB2	11/14/08	11/17/08	.	non-concurrent	regular	no	.	.	.	approved	4/3/09
India	primary	Nebraska	EB3	6/27/08	7/11/08	.	non-concurrent	regular	no	.	.	.	approved	4/3/09
India	primary	Nebraska	EB3	7/26/07	7/27/07	.	concurrent	regular	no	.	.	.	approved	1/22/09
India	primary	Texas	EB2	3/14/09	.	.	non-concurrent	regular	no	.	.	.	approved	3/26/09
United Kingdom	primary	Texas	EB3	6/26/07	7/3/07	.	concurrent	regular	no	.	.	.	approved	12/11/08
India	primary	Nebraska	EB3	7/15/07	7/23/07	.	concurrent	regular	yes	.	.	.	denied	4/1/09
India	primary	Nebraska	EB2	10/23/08	10/23/08	.	non-concurrent	regular	no	.	.	.	approved	3/31/09
India	primary	Nebraska	EB3	4/16/08	4/30/08	.	non-concurrent	regular	no	.	.	3/19/09	approved	3/19/09
United Kingdom	primary	Nebraska	EB3	9/1/07	9/6/07	.	non-concurrent	regular	yes	3/13/09	A2P	.	approved	3/29/09
South Korea	primary	Nebraska	EB2-NIW	7/14/08	7/14/08	.	non-concurrent	regular	yes	3/13/09	third prong	3/23/09	approved	3/30/09
Thailand	primary	Nebraska	EB3	4/7/08	4/14/08	.	non-concurrent	regular	no	.	.	.	approved	3/27/09
Japan	primary	Nebraska	EB3	3/7/08	3/7/08	.	non-concurrent	regular	no	.	.	.	approved	3/27/09
India	primary	Nebraska	EB3	4/15/08	4/16/08	.	non-concurrent	regular	no	.	.	.	approved	3/26/09
India	.	Nebraska	EB3	2/4/08	2/5/08	.	non-concurrent	regular	no	.	.	.	approved	3/26/09
India	.	Nebraska	EB3	12/18/07	12/19/07	.	non-concurrent	regular	no	.	.	.	approved	3/1/09
India	.	Nebraska	EB2	5/19/08	5/20/08	.	non-concurrent	regular	no	.	.	.	approved	3/24/09
India	.	Nebraska	EB3	.	7/13/07	.	concurrent	regular	yes	.	.	3/16/09	approved	3/23/09
India	.	Nebraska	EB3	8/8/07	10/6/07	.	concurrent	regular	yes	.	.	3/13/09	approved	3/23/09
India	.	Texas	EB3	8/8/07	10/12/07	.	concurrent	regular	no	.	.	.	approved	3/9/09
Indonesia	.	Vermont	EB3	12/5/06	12/6/06	.	non-concurrent	regular	no	.	.	.	pending	.
India	.	Nebraska	EB3	.	3/5/07	.	non-concurrent	regular	no	.	.	.	approved	1/10/08
UAE	.	Texas	EB2	.	7/2/08	.	non-concurrent	regular	no	.	.	.	denied	11/26/08
India	.	Nebraska	EB2	.	9/7/07	.	non-concurrent	regular	yes	.	.	10/22/08	approved	11/17/08
India	.	Texas	EB2-NIW	8/16/07	10/8/07	.	concurrent	regular	no	.	.	.	approved	3/17/09
Pakistan	.	Texas	EB2	.	10/18/07	.	concurrent	regular	yes	.	.	11/25/08	approved	3/19/09
India	.	Nebraska	EB3	8/10/07	9/25/07	.	concurrent	regular	no	.	.	.	approved	2/6/09
India	.	Texas	EB3	5/2/08	5/9/08	.	non-concurrent	regular	no	.	.	.	approved	3/19/09
Canada	.	Nebraska	EB1C	.	10/22/08	.	concurrent	regular	no	.	.	.	approved	3/17/09
India	.	Texas	EB1C	5/7/08	5/7/08	.	concurrent	regular	yes	.	.	2/26/09	approved	3/7/09
India	.	Nebraska	EB2	10/16/08	10/19/08	.	non-concurrent	regular	no	.	.	.	approved	3/2/09
Pakistan	.	Texas	EB3	2/16/07	2/18/07	.	non-concurrent	regular	yes	.	.	1/4/08	approved	7/28/08
India	.	Texas	EB3	.	7/28/08	.	non-concurrent	regular	no	.	.	.	approved	3/13/09
India	.	Nebraska	EB2	.	2/16/07	.	non-concurrent	regular	no	.	.	.	withdrawn	10/9/07
India	.	Nebraska	EB2	9/20/07	9/27/07	.	concurrent	regular	no	.	.	.	approved	3/12/09
India	.	Nebraska	EB2	3/12/09	.	.	non-concurrent	regular	no	.	.	.	pending	.
South Korea	.	Nebraska	EB3	.	.	.	non-concurrent	regular	no	.	.	.	pending	.
Canada	.	Texas	EB2	4/7/08	4/8/08	.	concurrent	regular	no	.	.	.	approved	2/4/09
Nepal	.	Texas	EB2	.	6/18/08	.	concurrent	regular	no	.	.	.	approved	3/4/09
United Kingdom	.	Nebraska	EB3	.	8/17/07	.	concurrent	regular	no	.	.	.	approved	2/20/09
India	.	Texas	EB2	10/3/07	12/11/07	.	non-concurrent	regular	yes	.	.	10/15/08	approved	10/29/08
India	.	Nebraska	EB3	.	10/10/07	.	non-concurrent	regular	no	.	.	.	approved	3/3/09
Croatia	.	Nebraska	EB3	8/10/07	8/14/07	.	concurrent	regular	no	.	.	.	approved	3/9/09
India	.	Texas	EB3	1/26/09	1/26/09	.	non-concurrent	regular	no	.	.	.	approved	3/10/09
India	.	Nebraska	EB3	6/7/07	6/10/07	.	non-concurrent	regular	yes	.	.	.	denied	2/27/09
India	.	Texas	EB2	.	.	.	non-concurrent	regular	no	.	.	.	pending	.
India	.	Texas	EB3	1/1/09	1/5/09	.	non-concurrent	regular	no	.	.	.	approved	3/5/09
Russia	.	Nebraska	EB3	.	7/18/07	.	concurrent	regular	yes	.	.	2/26/09	approved	3/5/09
India	.	Texas	EB2	2/9/09	2/10/09	.	non-concurrent	regular	no	.	.	.	approved	3/3/09
India	.	Nebraska	EB1B	12/1/07	12/5/07	.	concurrent	regular	no	.	.	.	approved	2/27/09
India	.	Texas	EB3	.	.	.	concurrent	regular	no	.	.	.	pending	.
Bangladesh	.	Texas	EB2	2/2/09	2/2/09	.	concurrent	regular	no	.	.	.	pending	.
India	.	Nebraska	EB3	7/25/07	7/26/07	.	concurrent	regular	yes	.	.	2/23/09	approved	3/2/09
India	.	Texas	EB2	.	.	.	non-concurrent	premium	no	.	.	.	pending	.
India	.	Texas	EB3	7/18/08	7/19/08	.	non-concurrent	regular	no	.	.	.	approved	3/2/09
China	.	Texas	EB2	2/8/09	2/12/09	.	non-concurrent	regular	no	.	.	.	approved	2/28/09
South Africa	.	Nebraska	EB1C	.	7/24/08	.	concurrent	regular	no	.	.	.	approved	3/2/09
India	.	Texas	EB1A	.	.	.	concurrent	regular	no	.	.	.	pending	.
Colombia	.	Texas	EB2	2/25/09	.	.	non-concurrent	regular	no	.	.	.	pending	.
Italy	.	Nebraska	EB3	12/10/06	12/12/06	.	non-concurrent	regular	no	.	.	.	approved	8/17/07
Bangladesh	.	Texas	EB2	11/24/08	11/25/08	.	concurrent	regular	no	.	.	.	approved	2/19/09
India	.	Texas	EB2	8/16/07	8/17/07	.	concurrent	regular	no	.	.	.	approved	2/27/09
India	.	Vermont	EB3	4/4/08	4/8/08	.	non-concurrent	regular	no	.	.	.	approved	1/25/09
United Kingdom	.	Nebraska	EB3	8/1/07	8/31/07	.	concurrent	regular	yes	.	.	2/13/09	approved	2/26/09
India	.	Texas	EB1B	.	4/2/08	.	non-concurrent	regular	yes	.	.	1/30/09	approved	2/18/09
India	.	Nebraska	EB3	8/14/07	10/30/07	.	concurrent	regular	no	.	.	.	approved	2/25/09
India	.	Nebraska	EB3	.	5/5/07	.	non-concurrent	regular	no	.	.	.	approved	1/14/09
India	.	Texas	EB1C	11/18/07	11/19/07	.	concurrent	regular	no	.	.	.	approved	7/1/08
India	.	Nebraska	EB3	8/14/07	10/16/07	.	concurrent	regular	no	.	.	.	approved	2/13/09
China	.	Nebraska	EB2	6/26/07	7/10/07	.	concurrent	regular	no	.	.	.	approved	2/23/09
India	.	Texas	EB3	12/1/08	12/3/08	.	non-concurrent	regular	no	.	.	.	approved	2/23/09
Unknown	.	Texas	EB2	9/2/07	9/5/07	.	non-concurrent	regular	no	.	.	.	approved	5/8/08
China	.	Nebraska	EB3	7/4/07	7/11/07	.	concurrent	regular	no	.	.	.	approved	1/27/09
India	.	Nebraska	EB3	6/4/07	6/5/07	.	non-concurrent	regular	no	.	.	.	approved	12/31/08
India	.	Nebraska	EB3	.	10/30/07	.	non-concurrent	regular	no	.	.	.	approved	2/19/09
Croatia	.	Nebraska	EB3	7/1/07	8/14/07	.	concurrent	regular	yes	.	.	2/4/09	approved	2/19/09
Argentina	.	Texas	EB3	1/22/09	1/2/09	.	non-concurrent	regular	no	.	.	.	approved	2/19/09
Japan	.	Nebraska	EB3	8/29/07	8/30/07	.	non-concurrent	regular	no	.	.	.	approved	2/18/09
India	.	Nebraska	EB1C	.	7/24/07	.	non-concurrent	regular	yes	.	.	11/21/08	approved	12/12/08
India	.	Nebraska	EB3	7/13/07	7/21/07	.	non-concurrent	regular	no	.	.	.	approved	2/18/09
Bulgaria	.	Vermont	EB3	1/15/09	2/6/09	.	non-concurrent	regular	no	.	.	.	approved	2/18/09
India	.	Texas	EB2	1/23/09	2/1/09	.	non-concurrent	regular	no	.	.	.	approved	2/16/09
India	.	Nebraska	EB3	7/9/07	7/10/07	.	non-concurrent	regular	no	.	.	.	approved	1/7/09
United States	.	Vermont	EB1A	.	.	.	non-concurrent	regular	yes	.	.	.	pending	.
India	.	Nebraska	EB3	7/21/07	7/23/07	.	concurrent	regular	no	.	.	.	approved	2/12/09
India	.	Texas	EB3	2/12/09	.	.	non-concurrent	regular	no	.	.	.	pending	.
Germany	.	Nebraska	EB3	8/14/07	8/16/07	.	concurrent	regular	no	.	.	.	approved	2/13/09
India	.	Texas	EB2	8/1/07	9/25/07	.	concurrent	regular	no	.	.	.	approved	2/5/09
India	.	Nebraska	EB2-NIW	.	1/10/08	.	non-concurrent	regular	no	.	.	.	approved	1/18/09
Slovakia	.	Nebraska	EB3	8/19/07	9/19/07	.	concurrent	regular	no	.	.	.	approved	2/4/09
India	.	Nebraska	EB2	12/17/08	12/20/08	.	non-concurrent	regular	no	.	.	.	pending	.
Myanmar	.	Nebraska	EB3	8/16/07	8/17/07	.	concurrent	regular	no	.	.	.	approved	2/11/09
India	.	Texas	EB3	.	12/19/08	.	non-concurrent	regular	no	.	.	.	approved	2/9/09
Philippines	.	Vermont	EB2	.	.	.	non-concurrent	regular	no	.	.	.	pending	.
New Zealand	.	Texas	EB3	9/9/07	9/15/07	.	non-concurrent	regular	no	.	.	.	approved	2/9/09
Philippines	.	Nebraska	EB3	.	.	.	concurrent	regular	no	.	.	.	pending	.
India	.	Texas	EB1B	6/30/08	6/30/08	.	concurrent	regular	no	.	.	.	approved	2/10/09
India	.	Nebraska	EB1C	.	5/5/08	.	non-concurrent	regular	no	.	.	.	approved	2/9/09
India	.	Texas	EB3	10/1/08	10/3/08	.	non-concurrent	regular	no	.	.	.	approved	2/6/09
Nepal	.	Nebraska	EB3	.	11/21/07	.	non-concurrent	regular	no	.	.	.	pending	.
India	.	Nebraska	EB3	6/14/07	6/14/07	.	concurrent	regular	no	.	.	.	approved	1/7/09
India	.	Texas	EB1A	.	10/3/07	.	non-concurrent	regular	no	.	.	.	approved	9/22/08
United Kingdom	.	Nebraska	EB1C	4/1/08	4/1/08	.	non-concurrent	regular	no	.	.	.	approved	2/2/09
India	.	Texas	EB3	.	7/17/07	.	non-concurrent	regular	yes	.	.	4/22/08	approved	11/28/08
India	.	Texas	EB3	4/5/07	4/25/08	.	non-concurrent	regular	no	.	.	.	approved	2/4/09
India	.	Nebraska	EB2	7/24/07	7/25/07	.	non-concurrent	regular	no	.	.	.	approved	7/7/08
South Korea	.	Texas	EB2	.	9/19/08	.	concurrent	regular	no	.	.	.	approved	2/2/09
India	.	Nebraska	EB3	1/14/08	.	.	non-concurrent	regular	no	.	.	.	pending	.
India	.	Texas	EB3	.	10/20/08	.	non-concurrent	regular	no	.	.	.	approved	2/3/09
Mexico	.	Nebraska	EB3	.	4/16/07	.	concurrent	regular	yes	.	.	11/22/08	denied	1/26/09
United Kingdom	.	Nebraska	EB3	.	9/27/07	.	non-concurrent	regular	no	.	.	.	approved	2/2/09
Philippines	.	Texas	EB1C	.	.	.	concurrent	regular	no	.	.	.	pending	.
Pakistan	.	California	EB3	1/12/08	1/14/08	.	non-concurrent	regular	no	.	.	.	approved	5/9/08
Turkey	.	Texas	EB1A	1/28/08	2/1/08	.	concurrent	regular	yes	.	.	5/30/08	pending	.
India	.	Nebraska	EB3	8/15/07	9/28/07	.	concurrent	regular	no	.	.	.	approved	1/30/09
China	.	Texas	EB2	2/21/07	2/26/07	.	concurrent	regular	no	.	.	.	approved	8/21/07
India	.	Texas	EB1B	12/9/07	12/13/07	.	non-concurrent	regular	no	.	.	.	approved	1/29/09
India	.	Texas	EB1C	2/20/08	2/22/08	.	concurrent	regular	yes	.	.	12/17/08	approved	1/30/09
Ukraine	.	Nebraska	EB3	.	11/30/06	.	non-concurrent	regular	no	.	.	.	approved	9/17/07
United Kingdom	.	Nebraska	EB3	7/26/07	7/27/07	.	non-concurrent	regular	no	.	.	.	approved	1/23/09
India	.	Nebraska	EB2	.	10/16/07	.	concurrent	regular	no	.	.	.	pending	.
Pakistan	.	Nebraska	EB3	.	4/11/07	.	concurrent	regular	yes	.	.	12/11/08	approved	1/29/09
Japan	.	Vermont	EB3	5/5/08	5/10/08	.	non-concurrent	regular	no	.	.	.	approved	1/20/09
Nigeria	.	Vermont	EB3	.	8/7/08	.	non-concurrent	regular	no	.	.	.	approved	1/27/09
India	.	Texas	EB2	6/21/08	.	.	non-concurrent	regular	no	.	.	.	pending	.
India	.	Nebraska	EB3	5/20/07	6/7/07	.	non-concurrent	regular	no	.	.	.	approved	1/26/09
India	.	Nebraska	EB3	.	11/7/08	.	concurrent	regular	no	.	.	.	pending	.
Pakistan	.	Vermont	EB3	9/28/07	9/29/07	.	non-concurrent	regular	no	.	.	.	approved	9/4/08
India	.	Nebraska	EB2	12/5/07	12/5/07	.	non-concurrent	regular	yes	.	.	10/29/08	approved	12/1/08
Sri Lanka	.	Texas	EB1C	7/11/08	7/14/08	.	non-concurrent	regular	no	.	.	.	approved	1/21/09
Bulgaria	.	Vermont	EB3	12/13/07	12/14/07	.	non-concurrent	regular	no	.	.	.	approved	8/1/08
Japan	.	Texas	EB2	.	2/23/07	.	non-concurrent	regular	no	.	.	.	approved	8/1/07
India	.	Texas	EB2	12/15/08	12/16/08	.	non-concurrent	regular	no	.	.	.	approved	1/23/09
India	.	Nebraska	EB2	5/22/08	5/27/08	.	non-concurrent	regular	no	.	.	.	approved	10/14/08
China	.	Nebraska	EB2-NIW	6/23/08	6/24/08	.	non-concurrent	regular	no	.	.	.	approved	1/16/09
United Kingdom	.	Texas	EB3	3/12/08	3/13/08	.	non-concurrent	regular	yes	.	.	1/15/09	approved	1/21/09
India	.	Nebraska	EB3	3/23/07	3/28/07	.	non-concurrent	regular	yes	.	.	10/15/08	approved	1/22/09
India	.	Nebraska	EB2	4/14/07	4/19/07	.	non-concurrent	regular	no	.	.	.	approved	1/22/09
India	.	Texas	EB3	7/14/08	7/15/08	.	non-concurrent	regular	no	.	.	.	approved	1/22/09
India	.	Nebraska	EB1B	7/27/07	8/7/07	.	concurrent	regular	no	.	.	.	approved	12/12/08
India	.	Texas	EB3	7/14/08	7/15/08	.	non-concurrent	regular	no	.	.	.	approved	1/16/09
Myanmar	.	Texas	EB3	.	11/13/07	.	non-concurrent	regular	no	.	.	.	approved	7/16/08
Canada	.	Texas	EB3	.	1/2/08	.	concurrent	regular	no	.	.	.	approved	1/8/09
India	.	Nebraska	EB3	7/15/07	8/16/07	.	concurrent	regular	no	.	.	.	approved	1/19/09
India	.	Texas	EB2	7/20/08	7/24/08	.	non-concurrent	regular	no	.	.	.	approved	1/16/09
India	.	Nebraska	EB3	.	.	.	concurrent	regular	no	.	.	.	pending	.
Nepal	.	Texas	EB2	5/5/08	5/10/08	.	non-concurrent	regular	no	.	.	.	approved	9/9/08
India	.	Nebraska	EB3	3/18/08	.	.	non-concurrent	regular	no	.	.	.	pending	.
India	.	Nebraska	EB3	.	6/19/07	.	non-concurrent	regular	no	.	.	.	approved	1/7/09
India	.	Nebraska	EB3	7/11/07	7/14/07	.	concurrent	regular	no	.	.	.	approved	1/19/09
China	.	Nebraska	EB2-NIW	.	12/21/07	.	non-concurrent	regular	no	.	.	.	pending	.
China	.	Texas	EB2	.	11/1/06	.	non-concurrent	premium	no	.	.	.	approved	12/1/06
India	.	Texas	EB3	6/30/08	7/17/08	.	non-concurrent	regular	no	.	.	.	approved	1/13/09
India	.	Texas	EB3	.	4/21/08	.	non-concurrent	regular	no	.	.	.	approved	1/8/09
China	.	Nebraska	EB1B	12/26/07	12/27/07	.	concurrent	regular	no	.	.	.	approved	1/14/09
Philippines	.	California	EB2	12/31/08	.	.	concurrent	regular	no	.	.	.	pending	.
Sri Lanka	.	Texas	EB1A	.	.	.	concurrent	regular	no	.	.	.	pending	.
Hong Kong	.	Nebraska	EB3	7/3/07	7/5/07	.	non-concurrent	regular	no	.	.	.	approved	1/12/09
Philippines	.	Nebraska	EB3	.	8/14/06	.	non-concurrent	regular	no	.	.	.	approved	3/7/07
India	.	Texas	EB2	10/31/08	11/1/08	.	non-concurrent	regular	no	.	.	.	approved	1/9/09
China	.	Texas	EB1A	2/21/08	2/25/08	.	non-concurrent	regular	no	.	.	.	approved	1/5/09
United Kingdom	.	Nebraska	EB3	.	7/16/07	.	non-concurrent	regular	no	.	.	.	approved	1/9/09
Brazil	.	Nebraska	EB1C	8/6/07	9/19/07	.	concurrent	regular	yes	.	.	12/23/08	approved	1/6/09
Cameroon	.	Nebraska	EB3	7/7/07	6/27/07	.	non-concurrent	regular	no	.	.	.	approved	1/9/09
India	.	Nebraska	EB3	.	6/30/07	.	non-concurrent	regular	no	.	.	.	approved	1/7/09
China	.	Nebraska	EB2-NIW	.	11/28/07	.	non-concurrent	regular	yes	.	.	12/22/08	approved	1/5/09
China	.	Texas	EB2	2/28/08	3/3/08	.	non-concurrent	regular	no	.	.	.	approved	12/15/08
India	.	California	EB2	3/13/08	3/17/08	.	non-concurrent	regular	no	.	.	.	approved	10/9/08
India	.	Texas	EB3	6/11/08	6/13/08	.	non-concurrent	regular	no	.	.	.	approved	12/31/08
Brazil	.	Nebraska	EB3	.	4/21/08	.	non-concurrent	regular	no	.	.	.	pending	.
India	.	Nebraska	EB3	5/15/07	5/18/07	.	non-concurrent	regular	no	.	.	.	pending	.
India	.	Nebraska	EB3	6/11/07	6/12/07	.	concurrent	regular	no	.	.	.	approved	12/31/08
India	.	Texas	EB2	.	6/5/08	.	non-concurrent	regular	no	.	.	.	approved	12/8/08
India	.	Nebraska	EB3	.	1/18/07	.	non-concurrent	regular	yes	.	.	9/11/08	approved	12/15/08
China	.	Nebraska	EB1A	12/4/07	12/6/07	.	non-concurrent	regular	no	.	.	.	pending	.
Pakistan	.	Texas	EB3	1/31/08	1/31/08	.	non-concurrent	regular	no	.	.	.	approved	11/11/08
India	.	Texas	EB3	.	1/23/08	.	non-concurrent	regular	no	.	.	.	approved	12/16/08
Bangladesh	.	Nebraska	EB2	7/14/08	7/15/08	.	concurrent	regular	no	.	.	.	approved	12/19/08
India	.	Texas	EB2-NIW	7/29/07	7/30/07	.	concurrent	regular	yes	.	.	12/2/08	approved	12/23/08
India	.	Texas	EB2	.	10/3/08	.	non-concurrent	regular	no	.	.	.	approved	12/23/08
India	.	Nebraska	EB3	6/27/07	6/29/07	.	non-concurrent	regular	no	.	.	.	approved	12/22/08
United Kingdom	.	Nebraska	EB2	11/7/06	12/19/06	.	non-concurrent	regular	no	.	.	.	denied	12/5/08
India	.	Texas	EB3	.	7/16/07	.	concurrent	regular	yes	.	.	11/13/08	approved	12/12/08
India	.	Nebraska	EB3	.	6/21/07	.	non-concurrent	regular	no	.	.	.	approved	12/20/08
South Korea	.	Texas	EB3	.	7/3/07	.	concurrent	regular	yes	.	.	7/3/08	approved	12/20/08
South Korea	.	Nebraska	EB1C	.	8/1/07	.	concurrent	regular	yes	.	.	10/2/08	approved	12/19/08
India	.	Texas	EB2	6/3/08	6/4/08	.	non-concurrent	regular	no	.	.	.	approved	12/18/08
India	.	Texas	EB3	.	4/8/07	.	non-concurrent	premium	no	.	.	.	approved	6/1/07
India	.	Nebraska	EB1C	5/5/08	5/7/08	.	non-concurrent	regular	no	.	.	.	approved	8/12/08
India	.	Texas	EB2	.	7/31/08	.	non-concurrent	regular	no	.	.	.	approved	12/15/08
China	.	Texas	EB2-NIW	7/2/07	7/7/07	.	concurrent	regular	no	.	.	.	approved	11/19/08
India	.	Nebraska	EB3	.	4/5/07	.	concurrent	regular	no	.	.	.	approved	11/20/08
China	.	Nebraska	EB2	10/7/08	10/9/08	.	non-concurrent	regular	no	.	.	.	approved	12/3/08
India	.	Texas	EB2	3/26/07	4/1/07	.	non-concurrent	regular	yes	.	.	5/17/07	denied	6/1/07
India	.	Nebraska	EB3	4/26/07	5/1/07	.	non-concurrent	regular	no	.	.	.	approved	12/9/08
India	.	Texas	EB2	7/14/08	7/15/08	.	concurrent	regular	no	.	.	.	approved	12/9/08
India	.	Nebraska	EB2	3/20/07	3/21/07	.	concurrent	regular	yes	.	.	1/17/08	approved	1/20/08
Colombia	.	Texas	EB3	12/1/07	1/22/08	.	non-concurrent	regular	no	.	.	.	approved	12/9/08
India	.	Nebraska	EB1C	4/29/08	4/29/08	.	concurrent	regular	no	.	.	.	approved	12/9/08
India	.	Texas	EB3	.	8/15/07	.	concurrent	regular	yes	.	.	6/27/08	denied	11/20/08
India	.	Nebraska	EB3	8/14/07	10/16/07	.	concurrent	regular	no	.	.	.	approved	4/29/08
India	.	Nebraska	EB2	1/15/08	1/17/08	.	non-concurrent	regular	no	.	.	.	approved	8/28/08
Australia	.	Nebraska	EB2	6/6/08	6/9/08	.	non-concurrent	regular	no	.	.	.	approved	11/19/08
India	.	Nebraska	EB3	4/17/07	4/26/07	.	non-concurrent	regular	yes	.	.	12/3/08	approved	12/8/08
India	.	Texas	EB2	9/22/08	9/23/08	.	non-concurrent	regular	no	.	.	.	approved	12/1/08
India	.	Texas	EB2	.	3/25/08	.	non-concurrent	regular	no	.	.	.	approved	12/6/08
India	.	Nebraska	EB2	.	9/17/07	.	non-concurrent	regular	yes	.	.	12/2/08	approved	12/5/08
South Korea	.	Nebraska	EB3	.	10/30/07	.	concurrent	regular	no	.	.	.	approved	12/3/08
India	.	Nebraska	EB3	.	5/21/07	.	non-concurrent	regular	no	.	.	.	approved	12/4/08
Mexico	.	Nebraska	EB3	7/20/07	10/26/06	.	non-concurrent	regular	no	.	.	.	approved	4/7/08
Pakistan	.	Texas	EB3	4/10/07	4/12/07	.	non-concurrent	regular	no	.	.	.	approved	2/14/08
India	.	Nebraska	EB3	4/8/07	4/20/07	.	non-concurrent	regular	no	.	.	.	approved	11/24/08
India	.	Nebraska	EB2	9/22/08	9/26/08	.	non-concurrent	regular	no	.	.	.	approved	12/4/08
India	.	Texas	EB3	.	7/1/08	.	concurrent	regular	no	.	.	.	denied	11/24/08
Brazil	.	Texas	EB2	6/9/08	6/10/08	.	concurrent	regular	no	.	.	.	approved	12/2/08
Canada	.	Nebraska	EB1C	6/1/07	6/5/07	.	non-concurrent	regular	no	.	.	.	approved	12/1/08
India	.	Nebraska	EB3	4/12/07	4/18/07	.	non-concurrent	regular	no	.	.	.	approved	12/1/08
China	.	Nebraska	EB2	.	8/15/08	.	non-concurrent	regular	no	.	.	.	approved	11/15/08
India	.	Texas	EB3	.	7/30/07	.	non-concurrent	regular	no	.	.	.	approved	9/6/07
Pakistan	.	Nebraska	EB3	4/25/07	4/26/07	.	non-concurrent	regular	no	.	.	.	approved	11/26/08
India	.	Nebraska	EB2	.	4/15/08	.	non-concurrent	regular	no	.	.	.	approved	10/4/08
South Africa	.	Nebraska	EB2	3/28/08	3/31/08	.	concurrent	regular	yes	.	.	9/3/08	approved	11/17/08
India	.	Texas	EB3	.	3/5/08	.	non-concurrent	regular	no	.	.	.	approved	11/17/08
Philippines	.	Texas	EB3	.	12/10/07	.	non-concurrent	regular	no	.	.	.	approved	11/21/08
India	.	Nebraska	EB3	2/19/07	2/21/07	.	non-concurrent	regular	no	.	.	.	approved	11/20/08
India	.	Texas	EB3	2/2/08	2/4/08	.	non-concurrent	regular	no	.	.	.	approved	11/5/08
India	.	Nebraska	EB2	2/8/08	2/11/08	.	concurrent	regular	yes	.	.	10/3/08	approved	10/16/08
India	.	Nebraska	EB3	7/25/07	7/25/07	.	concurrent	regular	no	.	.	.	approved	9/7/08
Canada	.	Texas	EB3	.	11/17/07	.	non-concurrent	regular	no	.	.	.	approved	10/28/08
India	.	Texas	EB2	8/5/07	8/9/07	.	non-concurrent	regular	yes	.	.	2/2/08	approved	4/10/08
Pakistan	.	Texas	EB3	7/4/07	9/14/07	.	concurrent	regular	no	.	.	.	approved	8/15/08
Armenia	.	Nebraska	EB2	8/30/08	9/16/08	.	concurrent	regular	no	.	.	.	approved	11/10/08
Mexico	.	Nebraska	EB2	7/23/08	7/28/08	.	concurrent	regular	no	.	.	.	approved	10/7/08
China	.	Nebraska	EB3	3/28/07	4/3/07	.	non-concurrent	regular	no	.	.	.	approved	11/10/08
South Korea	.	Texas	EB3	.	7/27/07	.	non-concurrent	regular	no	.	.	.	approved	6/6/08
Serbia	.	Nebraska	EB2-NIW	8/21/07	8/23/07	.	non-concurrent	regular	no	.	.	.	approved	10/31/08
Nigeria	.	Nebraska	EB3	.	7/20/06	.	non-concurrent	regular	yes	.	.	6/21/07	approved	7/10/07
India	.	Nebraska	EB3	.	5/17/07	.	concurrent	regular	yes	.	.	8/8/08	approved	11/6/08
China	.	Texas	EB2-NIW	7/27/07	7/27/07	.	concurrent	regular	no	.	.	.	approved	10/30/08
Venezuela	.	Texas	EB1A	1/30/08	2/1/08	.	non-concurrent	regular	no	.	.	.	approved	11/6/08
India	.	Texas	EB3	.	2/11/08	.	non-concurrent	regular	no	.	.	.	approved	11/6/08
